id_empleado,nombre,apellido,genero,empresa,programa,area,puesto,educacion,provincia,ciudad,tipo_contrato,salario,rendimiento,horas_extra,fecha_ingreso,fecha_nacimiento,fecha_baja
EMP-0133,Juliana,Sosa,Masculino,LuzuTV,Nadie Dice Nada,Edición,Editor de Video,Terciario,Mendoza,Mendoza,Full Time,1863331,Excelente,No,2023-06-13,2001-07-30,
EMP-0134,Sofia,Herrera,Femenino,OLGA,Sería Increíble,Edición,Editor de Video,Capacitaciones,Santa Fe,Santa Fe,Full Time,1817347,Necesita mejorar,No,2022-04-05,1967-08-08,
EMP-0135,Juan Bautista,Peralta,Masculino,OLGA,Sería Increíble,Producción,Productor General,Universitario completo,Buenos Aires,Quilmes,Part Time,3515435,Satisfactorio,No,2020-03-28,2000-07-30,
EMP-0136,Delfina,Pereyra,Masculino,LuzuTV,Corporativo,Comercial,Account Manager,Universitario completo,Buenos Aires,San Isidro,Full Time,2407812,Muy Bueno,Sí,2022-11-04,1979-08-05,
EMP-0137,Mateo,Mansilla,Masculino,LuzuTV,Patria y Familia,Producción,Productor General,Universitario completo,Mendoza,Mendoza,Full Time,3416174,Satisfactorio,No,2023-08-09,2001-07-30,
EMP-0138,Lautaro,Coronel,Femenino,OLGA,Corporativo,Marketing,Diseñador Gráfico,Universitario completo,Buenos Aires,La Plata,Part Time,2022376,Satisfactorio,No,2020-11-11,1971-08-07,
EMP-0139,Lucía,Gomez,Femenino,LuzuTV,Corporativo,Marketing,Community Manager,Capacitaciones,Santa Fe,Rosario,Full Time,1849577,Satisfactorio,Sí,2021-08-21,1983-08-04,
EMP-0140,Thiago Emanuel,Rodriguez,Femenino,LuzuTV,Corporativo,Logística,Operario de Depósito,Secundario,Santa Fe,Santa Fe,Full Time,1879488,Satisfactorio,No,2022-04-08,2004-07-29,
EMP-0141,Mateo,Herrera,Masculino,LuzuTV,Corporativo,Comercial,Analista Comercial,Universitario completo,Buenos Aires,San Isidro,Full Time,2261988,Necesita mejorar,No,2020-12-11,1974-08-06,
EMP-0142,Bautista,Perez,Masculino,LuzuTV,Corporativo,Marketing,Social Media Manager,Universitario completo,Córdoba,Córdoba,Full Time,3275103,Muy Bueno,Sí,2023-06-06,2003-07-30,
EMP-0143,Salvador,Guzman,Femenino,LuzuTV,Patria y Familia,Producción,Coordinador de Producción,Universitario completo,Mendoza,Mendoza,Full Time,3106141,Excelente,No,2025-10-09,1991-08-02,2026-10-25
EMP-0144,Valentin,Luna,Femenino,OLGA,Corporativo,Administración,Analista Administrativo,Universitario completo,Buenos Aires,San Isidro,Part Time,2236008,Muy Bueno,No,2024-08-30,1989-08-02,2026-03-11
EMP-0145,Lucas,Navarro,Masculino,OLGA,Sería Increíble,Producción,Productor Ejecutivo,Posgrado,Córdoba,Córdoba,Part Time,3681255,Muy Bueno,No,2022-08-27,1968-08-07,
EMP-0146,Malena,Garcia,Femenino,LuzuTV,Corporativo,Finanzas,Analista Financiero,Universitario completo,Córdoba,Córdoba,Part Time,2709771,Satisfactorio,No,2021-03-17,1993-08-01,
EMP-0147,Gael,Rios,Masculino,OLGA,Tapados de Laburo,Producción,Productor Ejecutivo,Posgrado,Mendoza,Mendoza,Full Time,3951831,Necesita mejorar,No,2025-09-26,1977-08-05,
EMP-0148,Mateo Valentin,Martinez,Masculino,LuzuTV,Se Fue Larga,Producción,Productor Ejecutivo,Posgrado,Santa Fe,Santa Fe,Full Time,3931381,Debajo de lo esperado,No,2020-09-26,1984-08-03,
EMP-0149,Ambar,Flores,Femenino,LuzuTV,Patria y Familia,Producción,Coordinador de Producción,Universitario completo,Córdoba,Córdoba,Full Time,3399880,Satisfactorio,No,2025-12-27,1970-08-07,
EMP-0150,Josefina,Gonzalez,Masculino,LuzuTV,Nadie Dice Nada,Edición,Editor de Video,Capacitaciones,Córdoba,Córdoba,Part Time,2425713,Satisfactorio,No,2020-02-05,1975-08-06,
EMP-0151,Joaquina,Alvarez,Femenino,OLGA,Soñé Que Volaba,Producción,Productor General,Universitario completo,Buenos Aires,San Isidro,Full Time,3170019,Muy Bueno,No,2022-02-21,2003-07-30,
EMP-0152,Olivia,Cruz,Femenino,LuzuTV,Corporativo,Administración,Administrativo,Secundario,Buenos Aires,San Isidro,Full Time,1557498,Satisfactorio,No,2024-06-09,1976-08-05,
EMP-0153,Lola,Ojeda,Masculino,LuzuTV,Nadie Dice Nada,Contenido,Conductor,Universitario completo,Córdoba,Córdoba,Freelance,3553359,Excelente,No,2021-07-28,1969-08-07,
EMP-0154,Milena,Ferreyra,Masculino,LuzuTV,Corporativo,Logística,Preparador de Pedidos,Secundario,Mendoza,Mendoza,Full Time,1747360,Satisfactorio,No,2021-12-27,1968-08-07,
EMP-0155,Ludmila,Alvarez,Masculino,LuzuTV,Corporativo,Recursos Humanos,Recruiter,Universitario completo,Santa Fe,Rosario,Full Time,2197958,Satisfactorio,No,2024-12-04,1983-08-04,
EMP-0156,Pilar,Molina,Masculino,OLGA,Tapados de Laburo,Edición,Editor de Video Senior,Terciario,Mendoza,Mendoza,Full Time,3139998,Satisfactorio,No,2023-01-02,1978-08-05,
EMP-0157,Candela,Fernandez,Masculino,OLGA,TDT,Contenido,Conductor,Universitario completo,Córdoba,Córdoba,Full Time,3900833,Muy Bueno,No,2024-02-04,1969-08-07,
EMP-0158,Angel Gabriel,Bravo,Masculino,LuzuTV,Se Fue Larga,Producción,Asistente de Producción,Universitario en curso,Córdoba,Córdoba,Full Time,1560784,Muy Bueno,No,2026-02-14,1999-07-31,
EMP-0159,Felipe,Rios,Masculino,OLGA,Corporativo,Recursos Humanos,Analista RRHH,Universitario completo,Santa Fe,Rosario,Full Time,1873149,Excelente,Sí,2026-05-21,1976-08-05,
EMP-0160,Juan Ignacio,Rodriguez,Femenino,OLGA,Sería Increíble,Contenido,Guionista,Universitario completo,Córdoba,Córdoba,Full Time,2254286,Muy Bueno,No,2022-03-24,1990-08-02,
EMP-0161,Ignacio,Ojeda,Masculino,OLGA,Corporativo,Recursos Humanos,Analista RRHH,Universitario completo,Mendoza,Mendoza,Part Time,2188240,Excelente,No,2023-12-18,1980-08-04,
EMP-0162,Mateo Benjamin,Gonzalez,Femenino,LuzuTV,Patria y Familia,Producción,Asistente de Producción,Universitario en curso,Mendoza,Mendoza,Full Time,1553446,Muy Bueno,No,2022-09-18,1989-08-02,
EMP-0163,Paulina,Molina,Masculino,LuzuTV,Antes Que Nadie,Contenido,Conductor,Universitario completo,Santa Fe,Rosario,Full Time,3621581,Necesita mejorar,No,2021-12-29,1976-08-05,
EMP-0164,Isabella,Toledo,Masculino,OLGA,TDT,Producción,Productor General,Universitario completo,Mendoza,Mendoza,Part Time,3513256,Necesita mejorar,No,2026-06-07,1984-08-03,
EMP-0165,Giuliana,Soto,Masculino,OLGA,Corporativo,Logística,Preparador de Pedidos,Secundario,Buenos Aires,CABA,Full Time,1771241,Muy Bueno,No,2022-10-20,1974-08-06,
EMP-0166,Lourdes,Rodriguez,Masculino,LuzuTV,Se Fue Larga,Producción,Productor Ejecutivo,Posgrado,Córdoba,Córdoba,Full Time,3759234,Satisfactorio,No,2023-11-15,1988-08-02,
EMP-0167,Tiziano,Luna,Femenino,OLGA,Corporativo,Comercial,Account Manager,Universitario completo,Mendoza,Mendoza,Full Time,2322054,Muy Bueno,No,2024-07-17,1974-08-06,
EMP-0168,Catalina,Escobar,Masculino,OLGA,Tapados de Laburo,Producción,Asistente de Producción,Universitario en curso,Santa Fe,Santa Fe,Full Time,1513367,Satisfactorio,No,2022-09-26,2003-07-30,
EMP-0169,Luciano,Silva,Femenino,LuzuTV,Corporativo,Marketing,Social Media Manager,Universitario completo,Mendoza,Mendoza,Freelance,3016289,Muy Bueno,No,2023-07-31,2003-07-30,
EMP-0170,Santiago,Arias,Femenino,OLGA,Tapados de Laburo,Contenido,Conductor,Universitario completo,Santa Fe,Rosario,Full Time,3805555,Necesita mejorar,No,2021-02-01,1992-08-01,2022-03-14
EMP-0171,Jeronimo,Nuñez,Femenino,OLGA,Corporativo,Finanzas,Analista Financiero,Universitario completo,Córdoba,Córdoba,Part Time,3081284,Satisfactorio,No,2025-09-17,1969-08-07,
EMP-0172,Lisandro,Muñoz,Masculino,OLGA,Corporativo,Comercial,Account Manager,Universitario completo,Buenos Aires,La Plata,Full Time,2671960,Muy Bueno,Sí,2022-08-07,2000-07-30,
EMP-0173,Joaquin,Fernandez,Masculino,LuzuTV,Nadie Dice Nada,Edición,Editor de Video Senior,Terciario,Córdoba,Córdoba,Part Time,3139178,Muy Bueno,Sí,2023-07-26,1974-08-06,
EMP-0174,Valentino,Suarez,Masculino,OLGA,Corporativo,Comercial,Ejecutivo Comercial,Universitario completo,Buenos Aires,Avellaneda,Full Time,2342499,Satisfactorio,Sí,2022-09-02,1985-08-03,
EMP-0175,Simon,Aguirre,Masculino,OLGA,Corporativo,Administración,Coordinador Administrativo,Universitario completo,Buenos Aires,Vicente López,Full Time,3399184,Satisfactorio,No,2025-11-01,1998-07-31,
EMP-0176,Lautaro Benjamin,Figueroa,Masculino,OLGA,Sería Increíble,Producción,Productor General,Universitario completo,Córdoba,Córdoba,Full Time,3226106,Necesita mejorar,No,2021-07-10,1995-08-01,
EMP-0177,Ana Paula,Aguero,Masculino,OLGA,Soñé Que Volaba,Producción,Asistente de Producción,Universitario en curso,Buenos Aires,Vicente López,Full Time,1434474,Satisfactorio,Sí,2026-04-14,1974-08-06,2029-12-11
EMP-0178,Catalina,Sanchez,Femenino,OLGA,Corporativo,Datos,Data Analyst,Universitario completo,Santa Fe,Santa Fe,Full Time,2419224,Necesita mejorar,Sí,2024-07-24,1973-08-06,
EMP-0179,Zoe Valentina,Paez,Femenino,LuzuTV,Corporativo,Marketing,Content Manager,Universitario completo,Córdoba,Córdoba,Full Time,3085566,Satisfactorio,No,2023-09-30,1967-08-08,
EMP-0180,Juan,Fernandez,Masculino,LuzuTV,Corporativo,Marketing,Social Media Manager,Universitario completo,Córdoba,Córdoba,Full Time,3081306,Necesita mejorar,No,2022-09-06,1988-08-02,
EMP-0181,Juan Manuel,Maldonado,Femenino,LuzuTV,Corporativo,Datos,Data Analyst,Universitario completo,Buenos Aires,San Isidro,Freelance,2744414,Muy Bueno,No,2021-12-01,1989-08-02,
EMP-0182,Joaquin,Alvarez,Femenino,OLGA,TDT,Contenido,Redactor,Universitario completo,Mendoza,Mendoza,Full Time,2118662,Muy Bueno,No,2023-12-15,2004-07-29,
EMP-0183,Juan,Vega,Femenino,OLGA,Tapados de Laburo,Producción,Coordinador de Producción,Universitario completo,Mendoza,Mendoza,Freelance,2949203,Necesita mejorar,Sí,2025-06-21,1993-08-01,
EMP-0184,Valentino,Aguero,Masculino,LuzuTV,Se Fue Larga,Producción,Productor General,Universitario completo,Córdoba,Córdoba,Full Time,3472091,Satisfactorio,Sí,2022-06-20,1968-08-07,
EMP-0185,Antonia,Ledesma,Femenino,OLGA,Corporativo,Recursos Humanos,Coordinador RRHH,Posgrado,Santa Fe,Santa Fe,Freelance,3101549,Necesita mejorar,Sí,2022-01-20,1986-08-03,2025-05-30
EMP-0186,Amparo,Ayala,Masculino,LuzuTV,Nadie Dice Nada,Producción,Asistente de Producción,Universitario en curso,Buenos Aires,Quilmes,Full Time,1414317,Satisfactorio,No,2020-06-11,1969-08-07,
EMP-0187,Juan Cruz,Gomez,Femenino,OLGA,Sería Increíble,Contenido,Guionista,Universitario completo,Mendoza,Mendoza,Full Time,2320780,Satisfactorio,No,2020-01-24,1970-08-07,
EMP-0188,Thiago Ezequiel,Vera,Masculino,OLGA,Soñé Que Volaba,Contenido,Columnista,Universitario completo,Córdoba,Córdoba,Full Time,2947400,Debajo de lo esperado,No,2024-05-11,1971-08-07,
EMP-0189,Bianca,Rodriguez,Femenino,OLGA,Soñé Que Volaba,Producción,Asistente de Producción,Universitario en curso,Mendoza,Mendoza,Full Time,1518415,Debajo de lo esperado,Sí,2021-04-01,1996-07-31,
EMP-0190,Agustin,Rodriguez,Femenino,LuzuTV,Corporativo,Administración,Analista Administrativo,Universitario completo,Buenos Aires,Avellaneda,Full Time,2140363,Satisfactorio,No,2025-03-06,1966-08-08,
EMP-0191,Olivia,Medina,Masculino,LuzuTV,Nadie Dice Nada,Producción,Productor Ejecutivo,Posgrado,Mendoza,Mendoza,Freelance,3759415,Muy Bueno,Sí,2023-08-04,1968-08-07,2025-05-06
EMP-0192,Maia,Roldan,Masculino,OLGA,Tapados de Laburo,Edición,Motion Graphics,Terciario,Santa Fe,Rosario,Part Time,2378348,Muy Bueno,Sí,2025-06-01,2003-07-30,
EMP-0193,Ciro,Perez,Femenino,OLGA,Corporativo,Comercial,Analista Comercial,Universitario completo,Buenos Aires,Avellaneda,Full Time,2423630,Satisfactorio,No,2026-01-29,1988-08-02,2026-12-30
EMP-0194,Maria Paz,Alvarez,Femenino,LuzuTV,Corporativo,Recursos Humanos,Analista RRHH,Universitario completo,Buenos Aires,Lanús,Full Time,2569428,Muy Bueno,No,2023-06-09,1971-08-07,
EMP-0195,Ciro,Blanco,Masculino,OLGA,Corporativo,Marketing,Social Media Manager,Universitario completo,Córdoba,Córdoba,Part Time,3127379,Satisfactorio,Sí,2023-10-10,1987-08-03,
EMP-0196,Genaro,Acuña,Masculino,OLGA,Corporativo,Datos,Data Analyst,Universitario completo,Buenos Aires,Lanús,Full Time,2684811,Necesita mejorar,Sí,2026-04-07,1983-08-04,
EMP-0197,Victoria,Arias,Masculino,OLGA,TDT,Contenido,Guionista,Universitario completo,Mendoza,Mendoza,Full Time,2530314,Satisfactorio,Sí,2021-08-15,1996-07-31,
EMP-0198,Mia Morena,Alvarez,Masculino,LuzuTV,Corporativo,Marketing,Social Media Manager,Universitario completo,Buenos Aires,Vicente López,Full Time,3336182,Satisfactorio,No,2020-09-01,2001-07-30,
EMP-0199,Valentin,Caceres,Masculino,LuzuTV,Corporativo,Marketing,Diseñador Gráfico,Universitario completo,Córdoba,Córdoba,Full Time,2254398,Necesita mejorar,No,2022-01-12,1984-08-03,
EMP-0200,Maria Emilia,Gonzalez,Masculino,LuzuTV,Antes Que Nadie,Contenido,Columnista,Universitario completo,Córdoba,Córdoba,Full Time,2781302,Muy Bueno,No,2021-11-20,1972-08-06,
EMP-0201,Simon,Gonzalez,Masculino,LuzuTV,Corporativo,Administración,Analista Administrativo,Universitario completo,Santa Fe,Santa Fe,Full Time,2521318,Muy Bueno,No,2026-01-06,1992-08-01,
EMP-0202,Juana,Mendez,Femenino,OLGA,Corporativo,Marketing,Community Manager,Universitario completo,Santa Fe,Rosario,Full Time,1911809,Satisfactorio,No,2026-07-01,1997-07-31,
EMP-0203,Rosario,Benitez,Masculino,OLGA,Corporativo,Marketing,Community Manager,Capacitaciones,Santa Fe,Rosario,Part Time,1803854,Debajo de lo esperado,Sí,2024-07-25,1966-08-08,
EMP-0204,Delfina,Gomez,Masculino,OLGA,Tapados de Laburo,Producción,Coordinador de Producción,Universitario completo,Buenos Aires,Vicente López,Full Time,3099319,Excelente,Sí,2026-06-20,1986-08-03,
EMP-0205,Bastian,Soto,Masculino,OLGA,Corporativo,Comercial,Account Manager,Universitario completo,Córdoba,Córdoba,Full Time,2537720,Satisfactorio,No,2021-10-01,1985-08-03,
EMP-0206,Helena,Acuña,Femenino,OLGA,Tapados de Laburo,Edición,Editor de Video,Capacitaciones,Buenos Aires,Vicente López,Full Time,2009555,Muy Bueno,No,2025-03-10,1981-08-04,
EMP-0207,Martina,Juarez,Masculino,OLGA,Corporativo,Recursos Humanos,Coordinador RRHH,Posgrado,Córdoba,Córdoba,Freelance,2876134,Muy Bueno,No,2020-02-08,1995-08-01,
EMP-0208,Tiziano,Lopez,Masculino,LuzuTV,Corporativo,Marketing,Community Manager,Universitario completo,Santa Fe,Rosario,Full Time,2243023,Debajo de lo esperado,No,2021-03-05,1980-08-04,
EMP-0209,Ian Benjamin,Rodriguez,Masculino,LuzuTV,Corporativo,Marketing,Diseñador Gráfico,Capacitaciones,Buenos Aires,Quilmes,Full Time,2237853,Satisfactorio,Sí,2021-08-09,1977-08-05,
EMP-0210,Dante,Lopez,Masculino,LuzuTV,Corporativo,Datos,Data Analyst,Universitario completo,Buenos Aires,Quilmes,Full Time,1945347,Muy Bueno,No,2022-06-05,1996-07-31,
EMP-0211,Bautista,Navarro,Femenino,OLGA,Tapados de Laburo,Contenido,Columnista,Universitario completo,Buenos Aires,Lanús,Full Time,1835849,Satisfactorio,No,2020-03-11,1998-07-31,
EMP-0212,Luciano,Quiroga,Masculino,OLGA,TDT,Contenido,Redactor,Universitario completo,Buenos Aires,Quilmes,Full Time,2454241,Debajo de lo esperado,No,2022-11-29,1999-07-31,
EMP-0213,Agostina,Fernandez,Masculino,LuzuTV,Se Fue Larga,Edición,Editor de Video Senior,Terciario,Buenos Aires,Vicente López,Full Time,2779752,Satisfactorio,No,2020-07-09,1968-08-07,
EMP-0214,Francisco,Bustos,Masculino,LuzuTV,Patria y Familia,Contenido,Columnista,Universitario completo,Buenos Aires,San Isidro,Full Time,2177677,Necesita mejorar,No,2020-08-07,1994-08-01,
EMP-0215,Thiago Agustin,Toledo,Masculino,OLGA,Soñé Que Volaba,Producción,Productor General,Universitario completo,Córdoba,Córdoba,Full Time,3063599,Satisfactorio,No,2024-08-23,1968-08-07,
EMP-0216,Maria Emilia,Fernandez,Masculino,OLGA,Tapados de Laburo,Producción,Coordinador de Producción,Universitario completo,Mendoza,Mendoza,Full Time,3022232,Satisfactorio,No,2022-07-10,2003-07-30,
EMP-0217,Sofia,Lopez,Femenino,OLGA,Soñé Que Volaba,Producción,Productor General,Universitario completo,Córdoba,Córdoba,Full Time,3319146,Satisfactorio,Sí,2020-05-06,1966-08-08,
EMP-0218,Abril,Vega,Masculino,OLGA,Sería Increíble,Edición,Editor de Video,Capacitaciones,Mendoza,Mendoza,Full Time,2261458,Debajo de lo esperado,Sí,2023-04-04,2000-07-30,
EMP-0219,Paloma,Fernandez,Masculino,LuzuTV,Corporativo,Recursos Humanos,Coordinador RRHH,Posgrado,Córdoba,Córdoba,Full Time,3224069,Muy Bueno,No,2023-06-30,1997-07-31,
EMP-0220,Alma Jazmin,Rodriguez,Masculino,LuzuTV,Corporativo,Marketing,Content Manager,Universitario completo,Santa Fe,Santa Fe,Full Time,2973802,Satisfactorio,Sí,2022-01-25,1980-08-04,
EMP-0221,Thiago Valentin,Soria,Femenino,LuzuTV,Se Fue Larga,Producción,Coordinador de Producción,Universitario completo,Mendoza,Mendoza,Part Time,3135740,Muy Bueno,No,2025-10-31,1967-08-08,
EMP-0222,Emma,Martinez,Femenino,LuzuTV,Corporativo,Logística,Coordinador de Depósito,Terciario,Santa Fe,Rosario,Full Time,2755661,Necesita mejorar,No,2023-01-17,1975-08-06,
EMP-0223,Juan Manuel,Martinez,Masculino,LuzuTV,Patria y Familia,Edición,Motion Graphics,Terciario,Buenos Aires,Lanús,Full Time,2577057,Satisfactorio,No,2024-11-10,1986-08-03,
EMP-0224,Catalina,Fernandez,Femenino,OLGA,Corporativo,Comercial,Analista Comercial,Universitario completo,Santa Fe,Santa Fe,Full Time,2179327,Satisfactorio,No,2024-07-25,1970-08-07,
EMP-0225,Benjamin,Cordoba,Femenino,LuzuTV,Corporativo,Recursos Humanos,Coordinador RRHH,Posgrado,Santa Fe,Rosario,Full Time,3388128,Muy Bueno,No,2023-08-30,1997-07-31,
EMP-0226,Juan Pablo,Juarez,Masculino,LuzuTV,Nadie Dice Nada,Producción,Productor Ejecutivo,Posgrado,Santa Fe,Santa Fe,Full Time,3955131,Muy Bueno,No,2022-08-24,2000-07-30,
EMP-0227,Manuel,Molina,Masculino,OLGA,Corporativo,Recursos Humanos,Coordinador RRHH,Posgrado,Mendoza,Mendoza,Full Time,3154346,Necesita mejorar,No,2020-09-21,1979-08-05,
EMP-0228,Tomàs,Suarez,Masculino,OLGA,Sería Increíble,Producción,Asistente de Producción,Universitario en curso,Mendoza,Mendoza,Full Time,1549661,Muy Bueno,Sí,2021-12-27,1997-07-31,
EMP-0229,Valentina,Correa,Femenino,OLGA,Corporativo,Recursos Humanos,Analista RRHH,Universitario completo,Santa Fe,Santa Fe,Full Time,2358925,Satisfactorio,No,2022-12-25,1980-08-04,
EMP-0230,Francesca,Gonzalez,Masculino,OLGA,Sería Increíble,Producción,Productor General,Universitario completo,Buenos Aires,San Isidro,Part Time,3462088,Muy Bueno,No,2025-03-16,1993-08-01,
EMP-0231,Juliana,Cardozo,Masculino,OLGA,Corporativo,Logística,Coordinador de Depósito,Terciario,Mendoza,Mendoza,Full Time,2907748,Muy Bueno,No,2025-10-11,1999-07-31,
EMP-0232,Mateo,Gonzalez,Femenino,LuzuTV,Corporativo,Recursos Humanos,Recruiter,Universitario completo,Santa Fe,Santa Fe,Full Time,2664085,Satisfactorio,No,2024-03-02,1974-08-06,
EMP-0233,Agustina,Gomez,Femenino,OLGA,Corporativo,Finanzas,Controller,Posgrado,Mendoza,Mendoza,Full Time,3513697,Muy Bueno,Sí,2023-11-25,1992-08-01,
EMP-0234,Juan Ignacio,Miranda,Femenino,OLGA,Corporativo,Finanzas,Contador,Universitario completo,Buenos Aires,CABA,Part Time,3030697,Debajo de lo esperado,No,2022-07-23,2002-07-30,
EMP-0235,Delfina,Gonzalez,Masculino,LuzuTV,Corporativo,Marketing,Content Manager,Universitario completo,Mendoza,Mendoza,Freelance,3284215,Necesita mejorar,No,2026-04-05,2000-07-30,
EMP-0236,Gabriel,Guzman,Masculino,OLGA,Soñé Que Volaba,Producción,Productor General,Universitario completo,Córdoba,Córdoba,Full Time,3084693,Necesita mejorar,No,2026-05-24,1992-08-01,
EMP-0237,Victoria,Rodriguez,Masculino,LuzuTV,Antes Que Nadie,Edición,Editor de Video Senior,Terciario,Santa Fe,Santa Fe,Freelance,3075316,Excelente,Sí,2024-05-15,1968-08-07,
EMP-0238,Mia Morena,Cordoba,Masculino,OLGA,Soñé Que Volaba,Contenido,Redactor,Universitario completo,Mendoza,Mendoza,Full Time,2497334,Necesita mejorar,No,2026-02-13,1982-08-04,2029-01-31
EMP-0239,Lucio,Sanchez,Femenino,LuzuTV,Nadie Dice Nada,Producción,Asistente de Producción,Universitario en curso,Mendoza,Mendoza,Full Time,1457612,Satisfactorio,Sí,2022-07-12,2001-07-30,
EMP-0240,Martina,Ojeda,Femenino,LuzuTV,Nadie Dice Nada,Edición,Editor de Video,Terciario,Córdoba,Córdoba,Part Time,2054385,Satisfactorio,No,2020-09-02,2000-07-30,
EMP-0241,Antonio,Perez,Femenino,LuzuTV,Corporativo,Comercial,Ejecutivo Comercial,Universitario completo,Mendoza,Mendoza,Full Time,2370915,Muy Bueno,No,2021-02-07,2003-07-30,2022-08-07
EMP-0242,Ramiro,Juarez,Femenino,OLGA,Sería Increíble,Contenido,Conductor,Universitario completo,Santa Fe,Rosario,Full Time,3701434,Satisfactorio,No,2020-04-04,1974-08-06,
EMP-0243,Benjamin,Martin,Masculino,LuzuTV,Nadie Dice Nada,Edición,Motion Graphics,Terciario,Córdoba,Córdoba,Freelance,2464980,Muy Bueno,No,2025-10-28,1993-08-01,
EMP-0244,Salvador,Paez,Femenino,OLGA,Corporativo,Comercial,Ejecutivo Comercial,Universitario completo,Mendoza,Mendoza,Part Time,2600098,Necesita mejorar,Sí,2023-11-01,2003-07-30,
EMP-0245,Juan Pablo,Sosa,Femenino,OLGA,Sería Increíble,Contenido,Columnista,Universitario completo,Córdoba,Córdoba,Full Time,2082351,Satisfactorio,No,2024-05-31,1979-08-05,
EMP-0246,Martín,Coronel,Femenino,OLGA,Tapados de Laburo,Producción,Coordinador de Producción,Universitario completo,Santa Fe,Santa Fe,Full Time,3215531,Satisfactorio,No,2021-11-27,1991-08-02,
EMP-0247,Mia Morena,Rodriguez,Masculino,OLGA,Corporativo,Finanzas,Contador,Universitario completo,Mendoza,Mendoza,Freelance,2874651,Muy Bueno,No,2020-10-24,1993-08-01,
EMP-0248,Joaquin,Mendoza,Femenino,LuzuTV,Corporativo,Marketing,Diseñador Gráfico,Universitario completo,Buenos Aires,CABA,Freelance,2062165,Necesita mejorar,No,2022-04-19,1974-08-06,
EMP-0249,Malena,Sosa,Femenino,LuzuTV,Antes Que Nadie,Contenido,Conductor,Universitario completo,Mendoza,Mendoza,Part Time,3657749,Satisfactorio,No,2020-10-11,1983-08-04,
EMP-0250,Thiago Benjamin,Ojeda,Masculino,LuzuTV,Patria y Familia,Contenido,Guionista,Universitario completo,Buenos Aires,Vicente López,Full Time,2202747,Muy Bueno,No,2021-09-02,2004-07-29,
